DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;FX_ETARIA;NOME_ANT;LATITUDE;LONGITUDE;DATABASE
G;11886;EMEI;MARIO BENI, DEP.;MARIO BENI, DEP.;;GUAIANASES;CIDADE TIRADENTES;RUA SARA KUBITSCHECK;258;COHAB CASTRO ALVES;8474000;22822136;22822361;;Ativa;CIDADE TIRADENTES;25;2503;35076173;35076173;1,625E+14;;11/02/1992;31.212;11/02/1992;;15/12/1995;;;CENTRO COMUNITARIO CASTRO ALVES;-23582198;-46404871;25/12/2023
BT;11924;EMEF;MARIA ALICE BORGES GHION, PROFA.;MARIA ALICE BORGES GHION, PROFA.;;BUTANTA;BUTANTA;RUA CACHOEIRA PORAQUÊ;575;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37829756;;;Ativa;RAPOSO TAVARES;65;6501;35076181;35076181;1,621E+14;;17/02/1992;31.240;17/02/1992;;13/03/2001;;;COHAB RAPOSO TAVARES;-23586959;-46801039;25/12/2023
G;12157;EMEF;ELIAS SHAMMASS;ELIAS SHAMMASS;;GUAIANASES;CIDADE TIRADENTES;RUA DO PAI NOSSO;7;CONJUNTO HABITACIONAL SITIO CONCEICAO;8473020;25181119;25181164;;Ativa;CIDADE TIRADENTES;25;2502;35078773;35078773;1,625E+14;;24/03/1992;31.355;24/03/1992;;15/12/1995;;;;-23578300;-46394071;25/12/2023
MP;12246;EMEI;FAUSTO RIBEIRO DA SILVA FILHO, DR.;FAUSTO RIBEIRO DA SILVA FILHO, DR.;;SAO MIGUEL;ITAIM PAULISTA;RUA ALEXANDRE DIAS NOGUEIRA;365;VILA NOVA CURUCA;8031240;20352297;25147473;;Ativa;VILA CURUCA;84;8402;35078761;35078761;1,633E+14;;09/04/1992;31.416;08/04/1992;38839;13/03/2001;;;;-23513386;-46421116;25/12/2023
CS;12688;EMEF;ULYSSES DA SYLVEIRA GUIMARAES;ULYSSES DA SYLVEIRA GUIMARAES;;CAPELA DO SOCORRO;PARELHEIROS;RUA CONDE DE LANCASTRE;209;JARDIM SANTA FE;4890290;59208892;;59219947;Ativa;PARELHEIROS;55;5507;35078797;35078797;1,623E+14;;01/07/1992;31.826;01/07/1992;;13/03/2001;;;JARDIM SANTA FE;-23832892;-46710027;25/12/2023
SM;12874;EMEF;BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA;BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA;;SAO MATEUS;SAPOPEMBA;RUA ALFONSO FERRABOSCO;231;PARQUE DOS BANCÁRIOS;3923085;27211129;;;Ativa;SAPOPEMBA;76;7602;35078759;35078759;1,632E+14;;23/07/1992;31.930;23/07/1992;;13/03/2001;;;JARDIM DONA SINHA;-23589161;-46512290;25/12/2023
CL;12939;EMEF;JOSE OLYMPIO PEREIRA FILHO;JOSE OLYMPIO PEREIRA FILHO;;CAMPO LIMPO;CAMPO LIMPO;TRAVESSA PASSAREIRA;200;COHAB INSTITUTO ADVENTISTA;5868120;58212627;58217556;;Ativa;CAPAO REDONDO;19;1905;35078785;35078785;1,622E+14;;05/08/1992;32.007;05/08/1992;;16/02/1996;;;CONJ. HABITACIONAL ADVENTISTA;-23671534;-46784171;25/12/2023
FO;13111;EMEI;CAIO GRACO DA SILVA PRADO;CAIO GRACO DA SILVA PRADO;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA PEDRO POMAR;74;JARDIM ELISA MARIA;2875020;38512035;38512404;;Ativa;BRASILANDIA;11;1106;35074652;35074652;1,624E+14;;15/09/1992;32.243;15/09/1992;;13/03/2001;;;;-23460485;-46679495;25/12/2023
MP;13218;EMEI;SEVERINO DO RAMO;SEVERINO DO RAMO;;SAO MIGUEL;ITAIM PAULISTA;RUA FRANCISCO MONTEIRO TAVARES;235;JARDIM ROBRU;8150190;25147465;20351871;;Ativa;VILA CURUCA;84;8406;35075395;35075395;1,633E+14;;23/10/1992;32.468;22/10/1992;;13/03/2001;;;;-23519769;-46412062;25/12/2023
MP;13226;CEU EMEI;CARLOS OLIVALDO DE SOUZA LOPES MUNIZ, DR.;CARLOS OLIVALDO DE SOUZA LOPES MUNIZ, DR.;PARQUE SAO CARLOS;SAO MIGUEL;SAO MIGUEL;RUA CLAREAR;141;JARDIM SAO CARLOS ZONA LESTE;8062590;20454212;20454210;20454231;Ativa;VILA JACUI;87;8705;35074664;35074664;1,633E+14;;30/10/1992;32.533;30/10/1992;;13/03/2001;;;JARDIM SAO CARLOS;-23509742;-46473642;25/12/2023
FO;13315;EMEI;MARIA LUCIA PETIT DA SILVA, PROFA.;MARIA LUCIA PETIT DA SILVA, PROFA.;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA SOLAR;303;JARDIM ANTÁRTICA;2652160;22582221;22585306;;Ativa;CACHOEIRINHA;13;1302;35074676;35074676;1,624E+14;;27/11/1992;32.693;27/11/1992;;13/03/2001;;;;-23454975;-46656488;25/12/2023
JT;13358;EMEI;JANIO QUADROS, PRES.;JANIO QUADROS, PRES.;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA CANTO DO ENGENHO;240;PARQUE CASA DE PEDRA;2322210;22035677;;;Ativa;TREMEMBE;81;8105;35074688;35074688;1,628E+14;;24/12/1992;32.893;24/12/1992;;13/03/2001;;;JARDIM JOAMAR;-23448208;-46596686;25/12/2023
SM;13447;EMEI;HENRIQUE RICCHETTI, PROF.;HENRIQUE RICCHETTI, PROF.;;SAO MATEUS;SAO MATEUS;RUA NEBULOSAS;156;JARDIM SANTA BÁBARA;8330430;20196812;;;Ativa;SAO MATEUS;73;7304;35074697;35074697;1,632E+14;;08/02/1993;32.988;08/02/1993;;13/03/2001;;;;-23612132;-46464317;25/12/2023
JT;13471;EMEI;MARINA NOGUEIRA DE SOUZA MARTINS;MARINA NOGUEIRA DE SOUZA MARTINS;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA DIREITOS HUMANOS;2767;MANDAQUI;2475002;22312649;;;Ativa;MANDAQUI;51;5104;35074706;35074706;1,628E+14;;04/03/1993;33.014;04/03/1993;;13/03/2001;;;;-23471978;-46635025;25/12/2023
G;13498;EMEI;JOSE ROBERTO DE CASTRO RIBEIRO, PROF.;JOSE ROBERTO DE CASTRO RIBEIRO, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA ENGENHEIRO CARLO GRAZIA;120;CIDADE TIRADENTES;8475410;22820199;;29649395;Ativa;CIDADE TIRADENTES;25;2506;35074718;35074718;1,625E+14;;08/03/1993;33.016;08/03/1993;;15/12/1995;;;CONJ. HABITACIONAL SANTA ETELVINA - VII A;-23594653;-46398337;25/12/2023
G;13501;EMEI;DULCE SALLES FERRAZ, PROFA.;DULCE SALLES FERRAZ, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA OLIVEIRA ROMA;16;CIDADE TIRADENTES;8475330;29648128;22824147;;Ativa;CIDADE TIRADENTES;25;2506;35074724;35074724;1,625E+14;;08/03/1993;33.016;08/03/1993;;15/12/1995;;;CONJ. HABITACIONAL SANTA ETELVINA - VII B;-23590272;-46401410;25/12/2023
G;13510;EMEF;OLINDA MENEZES SERRA VIDAL, PROFA.;OLINDA MENEZES SERRA VIDAL, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA VARZEA NOVA;40;CIDADE TIRADENTES;8475420;22826500;29648537;;Ativa;CIDADE TIRADENTES;25;2506;35074731;35074731;1,625E+14;;08/03/1993;33.016;08/03/1993;;15/12/1995;;;CONJ. HABITACIONAL SANTA ETELVINA - VII A;-23593930;-46400089;25/12/2023
G;13528;EMEF;ANNA LAMBERGA ZEGLIO, VER.;ANNA LAMBERGA ZEGLIO, VER.;;GUAIANASES;CIDADE TIRADENTES;RUA OLIMPIA MONTANI;231;SANTA ETELVINA II B;8475320;22851555;25160364;;Ativa;CIDADE TIRADENTES;25;2506;35074743;35074743;1,625E+14;;08/03/1993;33.016;08/03/1993;;13/03/2001;;;CONJ. HABITACIONAL SANTA ETELVINA - VII B;-23590821;-46401382;25/12/2023
MP;13692;EMEI;DORACIL DINA BENICIO, PROFA.;DORACIL DINA BENICIO, PROFA.;;SAO MIGUEL;ITAIM PAULISTA;RUA BIG BOYS;365;JARDIM BARTIRA;8152100;25676570;25618038;;Ativa;VILA CURUCA;84;8407;35074755;35074755;1,633E+14;;23/03/1993;33.074;23/03/1993;;13/03/2001;;;CONJ. HABITACIONAL NAZARE;-23512918;-46403292;25/12/2023
SM;13803;EMEF;JULIO DE GRAMMONT;JULIO DE GRAMMONT;;SAO MATEUS;SAO MATEUS;TRAVESSA MEIRI;73;JARDIM RODOLFO PIRANI;8311560;27513175;;;Ativa;SAO RAFAEL;75;7504;35074767;35074767;1,632E+14;;27/04/1993;33.156;27/04/1993;;08/03/1996;;;RODOLFO PIRANI;-23631709;-46457293;25/12/2023
SA;14117;EMEI;AYRTON SENNA DA SILVA;AYRTON SENNA DA SILVA;;SANTO AMARO;CIDADE ADEMAR;RUA SEBASTIAO AFONSO;271;JARDIM MIRIAM;4417100;56215931;;56215931;Ativa;CIDADE ADEMAR;22;2206;35075553;35075553;1,631E+14;;14/09/1993;33.656;14/09/1993;;13/03/2001;;;JARDIM MIRIAM;-23678935;-46635596;25/12/2023
SA;14125;EMEI;VIRGILIO TAVORA;VIRGILIO TAVORA;;SANTO AMARO;CIDADE ADEMAR;RUA JOSE MAURO DE MENDONCA;93;PARQUE DOROTEIA;4475492;56731112;;56730461;Ativa;PEDREIRA;58;5803;35075589;35075589;1,631E+14;;23/09/1993;33.682;23/09/1993;;13/03/2001;;;JARDIM SANTA LUCIA DO GUACURI;-23697492;-46635327;25/12/2023
CL;14176;EMEI;SALOMAO JORGE, DEP.;SALOMAO JORGE, DEP.;;CAMPO LIMPO;M'BOI MIRIM;RUA BACABINHA;200;JARDIM SAO JOAQUIM;4917030;55150145;58946723;;Ativa;JARDIM SAO LUIS;46;4605;35075565;35075565;1,622E+14;;29/09/1993;33.690;29/09/1993;;13/03/2001;;;JARDIM SAO JOAQUIM;-23686775;-46749345;25/12/2023
PJ;14249;EMEF;ERNESTO DE MORAES LEME, PROF.;ERNESTO DE MORAES LEME, PROF.;;PIRITUBA;PIRITUBA;RUA VALE DAS FLORES;120;JARDIM SANTA LUCRECIA;5185400;39415020;;;Ativa;JARAGUA;42;4203;35062807;35062807;1,63E+14;;22/10/1993;33.753;22/10/1993;;13/03/2001;;;CIDADE D'ABRIL;-23444016;-46746385;25/12/2023
FO;14567;EMEI;TITO LIVIO FERREIRA, PROF.;TITO LIVIO FERREIRA, PROF.;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA JERONIMO SOUTO MAIOR;300;VILA NINA;2834090;39212336;39216630;;Ativa;BRASILANDIA;11;1109;35075577;35075577;1,624E+14;;24/02/1994;33.987;24/02/1994;;13/03/2001;;;;-23472939;-46692970;25/12/2023
IP;14575;EMEI;CIDADE DO SOL;CIDADE DO SOL;;IPIRANGA;IPIRANGA;RUA ARTISTAS DE HELIÓPOLIS;35;CIDADE NOVA HELIÓPOLIS;4236100;20699500;22154246;;Ativa;SACOMA;68;6801;35062777;35062777;1,626E+14;;24/02/1994;33.989;24/02/1994;;13/03/2001;;;CONJ. HABITACIONAL HELIOPOLIS;-23614201;-46593605;25/12/2023
MP;14583;EMEF;FLAVIO AUGUSTO ROSA, PROF.;FLAVIO AUGUSTO ROSA, PROF.;;SAO MIGUEL;SAO MIGUEL;RUA GRUTA DAS PRINCESAS;165;VILA ITAIM;8190460;25811398;25811786;25811398;Ativa;JARDIM HELENA;44;4405;35062790;35062790;1,633E+14;;24/02/1994;33.990;24/02/1994;;13/03/2001;;;VILA ITAIM;-23482913;-46394483;25/12/2023
BT;14591;EMEI;BENEDICTO CASTRUCCI, PROF.;BENEDICTO CASTRUCCI, PROF.;;BUTANTA;BUTANTA;RUA CACHOEIRA PORAQUE;S/N   ;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37814833;;;Ativa;RAPOSO TAVARES;65;6501;35200074;35200074;1,621E+14;;02/03/1994;34.005;02/03/1994;;13/03/2001;;;CONJ. HABITACIONAL RAPOSO TAVARES;-23586339;-46800967;25/12/2023
G;14672;EMEI;EDUARDO KNEESE DE MELLO, PROF.;EDUARDO KNEESE DE MELLO, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA NASCER DO SOL;1605;COHAB SANTA ETELVINA II;8485020;25160384;29649383;22821490;Ativa;CIDADE TIRADENTES;25;2504;35200529;35200529;1,625E+14;;14/03/1994;34.032;14/03/1994;;13/03/2001;;;CONJ. HABITACIONAL SANTA ETELVINA IIA - Q31;-23593969;-46414391;25/12/2023
G;14681;EMEI;ELISIARIO RODRIGUES DE SOUSA, PROF.;ELISIARIO RODRIGUES DE SOUSA, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA EDSON DANILLO DOTTO;520;COHAB SANTA ETELVINA II;8485280;29648646;;25160391;Ativa;CIDADE TIRADENTES;25;2504;35200530;35200530;1,625E+14;;14/03/1994;34.030;14/03/1994;;13/03/2001;;;;-23591914;-46412347;25/12/2023
G;14699;EMEF;ANTONIO DAVILA, PROF.;ANTONIO DAVILA, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA IGARAPÉ ÁGUA AZUL;1259;CONJUNTO HABITACIONAL SANTA ETELVINA II;8485310;22821569;;25160371;Ativa;CIDADE TIRADENTES;25;2504;35062789;35062789;1,625E+14;;14/03/1994;34.031;14/03/1994;;08/03/1996;;;CONJ. HABITACIONAL SANTA ETELVINA IIA - Q44;-23593882;-46407912;25/12/2023
PJ;14893;EMEI;MARIA DAILCE MONTEIRO DA SILVA GOMES, PROFA.;MARIA DAILCE MONTEIRO DA SILVA GOMES, PROFA.;;PIRITUBA;PIRITUBA;RUA MARTINO AROSIO;147;VILA AURORA;5186150;39415366;39410853;39410853;Ativa;JARAGUA;42;4203;35200013;35200013;1,63E+14;;14/04/1994;34/100;14/04/1994;;13/03/2001;;;VILA AURORA;-23434268;-46752071;25/12/2023
G;15024;EMEF;CAIO SERGIO POMPEU DE TOLEDO, DEP.;CAIO SERGIO POMPEU DE TOLEDO, DEP.;;GUAIANASES;CIDADE TIRADENTES;AVENIDA NASCER DO SOL;1360;COHAB SANTA ETELVINA II A;8485020;29649380;22821513;22821513;Ativa;CIDADE TIRADENTES;25;2504;35200062;35200062;1,625E+14;;03/06/1994;34.206;03/06/1994;;08/03/1996;;;CONJ. HABITACIONAL SANTA ETELVINA II - Q 04;-23592548;-46416590;25/12/2023
PE;15121;EMEF;JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.;JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.;;PENHA;PENHA;RUA ALEXANDER BAIN;89;JARDIM NORDESTE;3690060;20483469;22805151;;Ativa;ARTUR ALVIM;5;505;35200025;35200025;1,629E+14;;06/07/1994;34.317;06/07/1994;;22/12/1995;;;;-23528199;-46479490;25/12/2023
IQ;15130;EMEF;JULIO CESAR DE MELO E SOUSA-MALBA TAHAN, PROF;JULIO CESAR DE MELO E SOUSA-MALBA TAHAN, PROF;;ITAQUERA;ITAQUERA;RUA SEBASTIAO MEDEIROS DA SILVA;89;ITAQUERA;8210661;22055110;20796166;2205-5110;Ativa;ITAQUERA;37;3703;35200049;35200049;1,627E+14;;06/07/1994;34.318;06/07/1994;;08/03/1996;;;;-23531652;-46442999;25/12/2023
PE;15296;EMEF;JOAO FRANZOLIN NETO, PROF.;JOAO FRANZOLIN NETO, PROF.;;PENHA;ERMELINO MATARAZZO;RUA PEDRA LAVRADA;575;PARQUE CISPER;3818000;25476686;29431850;;Ativa;ERMELINO MATARAZZO;28;2802;35200050;35200050;1,629E+14;;15/08/1994;34.410;15/08/1994;;13/03/2001;;;VILA CISPER II;-23498821;-46492652;25/12/2023
SA;15423;EMEF;PRESTES MAIA;PRESTES MAIA;;SANTO AMARO;CIDADE ADEMAR;RUA SELMA KURTZ;166;JARDIM MARIA LUIZA;4434010;56128553;56128554;;Ativa;CIDADE ADEMAR;22;2204;35200086;35200086;1,631E+14;;17/11/1994;34.666;17/11/1994;;13/03/2001;;;JARDIM MARTINES;-23677047;-46665417;25/12/2023
PJ;15431;EMEF;ERNANI SILVA BRUNO;ERNANI SILVA BRUNO;;PIRITUBA;PIRITUBA;RUA INTERATIVA;100;VILA BRASILÂNDIA;2820020;39793351;;39723986;Ativa;JARAGUA;42;4209;35200001;35200001;1,63E+14;;17/11/1994;34.667;17/11/1994;;13/03/2001;;;BRASILANDIA;-23446483;-46709184;25/12/2023
MP;15440;EMEF;EUZEBIO ROCHA FILHO;EUZEBIO ROCHA FILHO;;SAO MIGUEL;ITAIM PAULISTA;RUA AMPARO DA SERRA;S/N   ;PARQUE DOM JOÃO NERI;8151300;20351789;;;Ativa;VILA CURUCA;84;8408;35200037;35200037;1,633E+14;;17/11/1994;34.668;17/11/1994;;13/03/2001;;;VILA CONCEICAO;-23525042;-46405384;25/12/2023
PJ;16497;EMEF;FERNANDO GRACIOSO;FERNANDO GRACIOSO;;PIRITUBA;PERUS;RUA SILVEIRÂNIA;S/N   ;JARDIM RUSSO;5211060;39171388;39189191;39171388;Ativa;PERUS;61;6101;35201923;35201923;1,63E+14;;21/10/1995;35.575;16/10/1995;;13/03/2001;;;JARDIM DO RUSSO;-23409605;-46760413;25/12/2023
CS;16501;EMEF;FLORESTAN FERNANDES, PROF.;FLORESTAN FERNANDES, PROF.;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;AVENIDA MARGUERITTE LONG;41;JARDIM GUANABARA;4860320;59713576;59393887;;Ativa;CIDADE DUTRA;23;2309;35201960;35201960;1,623E+14;;20/10/1995;35.597;20/10/1995;;13/03/2001;;;JARDIM GUANABARA;-23764234;-46712784;25/12/2023
SM;16519;EMEFM;RUBENS PAIVA;RUBENS PAIVA;;SAO MATEUS;SAPOPEMBA;RUA DOS NAVEGADORES;91;JARDIM ANGELA;3985120;21433999;21432310;;Ativa;SAPOPEMBA;76;7608;35201947;35201947;1,632E+14;;20/10/1995;35.595;20/10/1995;;31/01/1996;;;JARDIM ANGELA;-23606662;-46518806;25/12/2023
G;16527;EMEF;CLAUDIA BARTOLOMAZI, PROFA.;CLAUDIA BARTOLOMAZI, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA ARROIO ARAPONGAS;275;CONJUNTO HABITACIONAL SANTA ETELVINA III;8485440;22821292;22821589;;Ativa;CIDADE TIRADENTES;25;2503;35201959;35201959;1,625E+14;;20/10/1995;35.598;20/10/1995;;13/03/2001;;;SANTA ETELVINA II-B;-23582484;-46411843;25/12/2023
CL;16713;EMEF;ANNA SILVEIRA PEDREIRA;ANNA SILVEIRA PEDREIRA;;CAMPO LIMPO;M'BOI MIRIM;RUA NOVA DO TUPAROQUERA;1901;JARDIM NOVO SANTO AMARO;5820200;58911391;58912980;;Ativa;JARDIM SAO LUIS;46;4603;35201972;35201972;1,622E+14;;23/01/1996;35.816;23/01/1996;;13/03/2001;;;;-23665114;-46746992;25/12/2023
JT;16721;EMEI;CELSO DE SOUSA OLIVEIRA, PROF.;CELSO DE SOUSA OLIVEIRA, PROF.;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA ROBERTO LANARI;1000;CONJUNTO HABITACIONAL JOVA RURAL;2281209;22411533;22497016;;Ativa;JACANA;39;3902;35201935;35201935;1,628E+14;;23/01/1996;35.817;23/01/1996;;13/03/2001;;;;-23450156;-46576547;25/12/2023
MP;16993;EMEF;VICENTE AMATO SOBRINHO, COM.;VICENTE AMATO SOBRINHO, COM.;;SAO MIGUEL;ITAIM PAULISTA;RUA VALDOMIRO GONZAGA SILVA;1233;JARDIM DAS OLIVEIRAS;8111540;25678289;;;Ativa;ITAIM PAULISTA;36;3607;35207779;35207779;1,633E+14;;17/04/1996;36.015;17/04/1996;;13/03/2001;;;JARDIM DAS OLIVEIRAS;-23494133;-46371594;25/12/2023
PJ;17272;EMEFM;GUIOMAR CABRAL;GUIOMAR CABRAL;;PIRITUBA;PIRITUBA;AVENIDA MENOTTI LAUDISIO;553;JARDIM CIDADE PIRITUBA;2945000;39793439;;39749320;Ativa;PIRITUBA;63;6304;35207639;35207639;1,63E+14;;07/06/1996;36.126;07/06/1996;;10/04/1981;;;PIRITUBA;-23482051;-46725689;25/12/2023
CL;17281;EMEI;CONJ. HABITACIONAL VALO VELHO;CONJ. HABITACIONAL VALO VELHO;;CAMPO LIMPO;CAMPO LIMPO;RUA GINGADINHO;365;COHAB JARDIM SAO BENTO;5886410;58247131;58217709;;Ativa;CAPAO REDONDO;19;1908;35207950;35207950;1,622E+14;;07/06/1996;36.128;07/06/1996;;13/03/2001;;;;-23678795;-46794484;25/12/2023
IQ;17329;EMEI;VICENTE MATHEUS;VICENTE MATHEUS;;ITAQUERA;ITAQUERA;RUA ALEXANDRE CHEID;636;PARQUE SAVOY CITY;3570100;27439527;27419639;27419639;Ativa;CIDADE LIDER;24;2403;35207809;35207809;1,627E+14;;27/06/1996;36.174;27/06/1996;;13/03/2001;;;PARQUE SAVOY CITY;-23564537;-46483362;25/12/2023
JT;17442;EMEFM;ANTONIO SAMPAIO, VER.;ANTONIO SAMPAIO, VER.;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA VOLUNTÁRIOS DA PÁTRIA;733;SANTANA;2011000;22215599;22214615;;Ativa;SANTANA;70;7001;35207676;35207676;1,628E+14;;30/07/1996;36.240;30/07/1996;;26/10/1996;;;;-23514191;-46626685;25/12/2023
PE;17451;EMEI;RUTH GONCALVES CHAVES DE SIQUEIRA, PROFA.;RUTH GONCALVES CHAVES DE SIQUEIRA, PROFA.;;PENHA;ERMELINO MATARAZZO;RUA FIGUEIRA DA POLINÉSIA;373;JARDIM MATARAZZO;3813000;25471441;25466868;;Ativa;ERMELINO MATARAZZO;28;2804;35207743;35207743;1,629E+14;;30/07/1996;36.242;30/07/1996;;13/03/2001;;;JARDIM MATARAZZO;-23488777;-46473777;25/12/2023
IP;17515;EMEI;MARIA LUIZA MORETTI GENTILE, PROFA.;MARIA LUIZA MORETTI GENTILE, PROFA.;;IPIRANGA;VILA PRUDENTE;RUA JACARAÍPE;550;QUINTA DA PAINEIRA;3152150;23413511;;23416029;Ativa;VILA PRUDENTE;93;9302;35207724;35207724;1,626E+14;;05/08/1996;36.282;05/08/1996;;13/03/2001;;;;-23593221;-46580761;25/12/2023
IQ;17523;EMEF;CLOTILDE ROSA HENRIQUES ELIAS, PROFA.;CLOTILDE ROSA HENRIQUES ELIAS, PROFA.;;ITAQUERA;ITAQUERA;RUA ARROIO CAMPO BOM;215;COHAB SANTA ETELVINA II B;8485475;22820613;;22820613;Ativa;JOSE BONIFACIO;47;4706;35207822;35207822;1,627E+14;;04/08/1996;36.283;04/08/1996;;13/03/2001;;;COHAB SANTA ETELVINA II-B/AREA 03;-23587541;-46421660;25/12/2023
MP;17531;EMEI;VALENTINA ANTONINI DA SILVA, PROFA.;VALENTINA ANTONINI DA SILVA, PROFA.;;SAO MIGUEL;SAO MIGUEL;RUA CONCEICAO DO ALMEIDA;120;PARQUE PAULISTANO;8081370;25810128;20259403;;Ativa;JARDIM HELENA;44;4403;35207767;35207767;1,633E+14;;05/08/1996;36.284;05/08/1996;;13/03/2001;;;;-23491964;-46421499;25/12/2023
MP;17655;EMEI;SEBASTIANA DE ARRUDA CRUZ OLIVEIRA, PROFA.;SEBASTIANA DE ARRUDA CRUZ OLIVEIRA, PROFA.;;SAO MIGUEL;ITAIM PAULISTA;RUA PAULO TAPAJÓS;210;ITAIM PAULISTA;8131360;29633452;;;Ativa;ITAIM PAULISTA;36;3610;35207780;35207780;1,633E+14;;19/08/1996;36.311;19/08/1996;;13/03/2001;;;;-23504764;-46375638;25/12/2023
G;17710;EMEI;HELENA LOPES SANTANA DA SILVA, PROFA.;HELENA LOPES SANTANA DA SILVA, PROFA.;;GUAIANASES;GUAIANASES;RUA ANDES 851;851;GUAIANASES;8440180;25571909;;25544458;Ativa;LAJEADO;96;9605;35207871;35207871;1,625E+14;;06/09/1996;36.363;06/09/1996;;13/03/2001;;;VILA CHABILANDIA;-23536498;-46406098;25/12/2023
JT;17728;EMEI;JOSE JOAQUIM DA SILVA;JOSE JOAQUIM DA SILVA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SOLDADO ANESIO ANTAO FERREIRA;120;JARDIM JAPAO;2142000;22010728;29511298;29511298;Ativa;VILA MARIA;89;8905;35207697;35207697;1,628E+14;;06/09/1996;36.364;06/09/1996;;13/03/2001;;;PARQUE NOVO MUNDO;-23510594;-46575640;25/12/2023
IP;17736;EMEI;ANTONIO FIGUEIREDO AMARAL;ANTONIO FIGUEIREDO AMARAL;;IPIRANGA;SE;RUA LEONARDO JONES JUNIOR;34;BARRA FUNDA;1138040;33921898;33921591;;Ativa;SANTA CECILIA;69;6901;35207883;35207883;1,626E+14;;06/09/1996;36.365;06/09/1996;;13/03/2001;;;;-23523948;-46656429;25/12/2023
G;17973;EMEF;MAILSON DELANE, PROF.;MAILSON DELANE, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA SALVADOR VIGANO;100;CONJUNTO HABITACIONAL BARRO BRANCO II;8473605;22824000;22829577;22824000;Ativa;CIDADE TIRADENTES;25;2502;35207834;35207834;1,625E+14;;27/09/1996;36.420;27/09/1996;;13/03/2001;;;CONJ. HABITACIONAL BARRO BRANCO II;-23586924;-46391523;25/12/2023
IP;17981;EMEF;PERICLES EUGENIO DA SILVA RAMOS;PERICLES EUGENIO DA SILVA RAMOS;;IPIRANGA;IPIRANGA;RUA BARBINOS;111;SÃO JOÃO CLÍMACO;4240110;22725205;20690005;;Ativa;IPIRANGA;68;6801;35207895;35207895;1,626E+14;;27/09/1996;36.421;27/09/1996;;13/03/2001;;;CONJ. HABITACIONAL HELIOPOLIS;-23621124;-46585547;25/12/2023
G;18201;EMEI;LUCILIA DE ANDRADE FERREIRA, PROFA.;LUCILIA DE ANDRADE FERREIRA, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA CACHOEIRA TRIUNFO;55;COHAB BARRO BRANCO II;8475080;25160376;22824326;;Ativa;CIDADE TIRADENTES;25;2502;35207846;35207846;1,625E+14;;29/10/1996;36.490;29/10/1996;;13/03/2001;;;CONJ. HABITACIONAL BARRO BRANCO II;-23583120;-46394209;25/12/2023
MP;18210;EMEFM;DARCY RIBEIRO;DARCY RIBEIRO;;SAO MIGUEL;SAO MIGUEL;RUA DANIEL BERNARDO;105;SÃO MIGUEL PAULISTA;8010100;20372801;;20379060;Ativa;SAO MIGUEL;74;7405;35207755;35207755;1,633E+14;;29/10/1996;36.491;29/10/1996;;10/04/1981;;;SAO MIGUEL;-23494418;-46442505;25/12/2023
SM;18228;EMEI;MARIA DE LOURDES COUTINHO TORRES, DA.;MARIA DE LOURDES COUTINHO TORRES, DA.;;SAO MATEUS;SAO MATEUS;RUA BARTOLOMEU GONCALVES;45;VILA ESTER;8330240;20153212;20126870;;Ativa;SAO RAFAEL;75;7507;35207810;35207810;1,632E+14;;29/10/1996;36.492;29/10/1996;;13/03/2001;;;VILA ESTHER;-23620439;-46462272;25/12/2023
